alpha_deg,critical_alpha_deg,bisector_speed,cross_area,field_wedge_area,relative_area_gain
20.0,62.522280034380586,2.6914379658219354,3.866271842844437,1.3962634015954636,1.769013238065667
45.0,62.522280034380586,2.095240245219408,6.25224532261441,3.141592653589793,0.9901514970345306
70.0,62.522280034380586,2.000000000000007,8.036360369231236,4.886921905584122,0.6444626135826634
