a,theta_rad,speed
0.5,1.3220869083857045,2.0634755387315735
0.5,1.335176877775662,2.056728915030426
0.5,1.3482668471656194,2.0499818888749317
0.5,1.361356816555577,2.0432358194700484
0.5,1.3744467859455345,2.0364920551844037
0.5,1.3875367553354918,2.029751933157776
0.5,1.4006267247254494,2.023016778919093
0.5,1.413716694115407,2.0162879060155703
0.5,1.4268066635053642,2.009566615652723
0.5,1.4398966328953218,2.002854196346057
0.5,1.4529866022852793,1.9961519235841045
0.5,1.4660765716752366,1.989461059503487
0.5,1.4791665410651942,1.982782852575827
0.5,1.4922565104551517,1.9761185373069416
0.5,1.505346479845109,1.9694693339483713
0.5,1.5184364492350666,1.962836448221342
0.5,1.5315264186250241,1.9562210710534664
0.5,1.5446163880149815,1.9496243783281066
0.5,1.557706357404939,1.9430475306466555
0.5,1.5707963267948966,1.9364916731037063
0.5,1.5838862961848539,1.9299579350753113
0.5,1.5969762655748114,1.9234474300202358
0.5,1.610066234964769,1.9169612552943995
0.5,1.6231562043547263,1.9105004919784
0.5,1.6362461737446838,1.904066204718223
0.5,1.6493361431346414,1.8976594415790977
0.5,1.6624261125245987,1.8912812339124265
0.5,1.6755160819145563,1.8849325962358314
0.5,1.6886060513045138,1.8786145261262668
0.5,1.7016960206944711,1.8723280041260004
0.5,1.7147859900844287,1.8660739936615478
0.5,1.7278759594743862,1.859853440975332
0.5,1.7409659288643435,1.8536672750700767
0.5,1.754055898254301,1.8475164076656263
0.5,1.7671458676442586,1.8414017331682793
0.5,1.780235837034216,1.8353241286522852
0.5,1.7933258064241735,1.829284453853429
0.5,1.806415775814131,1.823283551174523
0.5,1.8195057452040884,1.8173222457025808
0.5,1.832595714594046,1.8114013452374955
0.5,1.8456856839840035,1.8055216403319996
0.5,1.8587756533739608,1.799683904342654
0.5,1.8718656227639183,1.7938888934916797
0.5,1.8849555921538759,1.788137346939326
0.5,1.8980455615438332,1.7824299868665996
0.5,1.9111355309337907,1.7767675185679899
0.5,1.9242255003237483,1.771150630553965
0.5,1.9373154697137056,1.765579994663053
0.5,1.9504054391036632,1.7600562661830175
0.5,1.9634954084936207,1.7545800839809864
0.5,1.976585377883578,1.7491520706422712
0.5,1.9896753472735356,1.7437728326173776
0.5,2.002765316663493,1.7384429603771103
0.5,2.0158552860534504,1.733163028575337
0.5,2.028945255443408,1.7279335962191418
0.5,2.0420352248333655,1.7227552068460206
0.5,2.055125194223323,1.7176283887078192
0.5,2.06821516361328,1.7125536549611233
0.5,2.0813051330032377,1.707531503863681
0.5,2.0943951023931953,1.7025624189766653
0.5,2.107485071783153,1.6976468693723028
0.5,2.1205750411731104,1.692785309846716
0.5,2.133665010563068,1.6879781811374848
0.5,2.146754979953025,1.6832259101457332
0.5,2.1598449493429825,1.6785289101623881
0.5,2.17293491873294,1.6738875810982456
0.5,2.1860248881228976,1.6693023097175832
0.5,2.199114857512855,1.664773469875012
0.5,2.2122048269028127,1.6603014227552428
0.5,2.22529479629277,1.6558865171153947
0.5,2.2383847656827274,1.651529089529749
0.5,2.251474735072685,1.6472294646363714
0.5,2.2645647044626425,1.642987955385589
0.5,2.2776546738526,1.638804863289831
0.5,2.2907446432425576,1.634680478674678
0.5,2.3038346126325147,1.6306150809307773
0.5,2.316924582022472,1.6266089387664202
0.5,2.3300145514124297,1.6226623104604236
0.5,2.3431045208023873,1.6187754441152187
0.5,2.356194490192345,1.6149485779096757
0.5,2.3692844595823024,1.611181940351674
0.5,2.3823744289722595,1.6074757505299537
0.5,2.395464398362217,1.6038302183651787
0.5,2.4085543677521746,1.6002455448599413
0.5,2.421644337142132,1.5967219223474238
0.5,2.4347343065320897,1.593259534738646
0.5,2.447824275922047,1.5898585577679576
0.5,2.4609142453120043,1.5865191592366905
0.5,2.474004214701962,1.5832414992547008
0.5,2.4870941840919194,1.5800257304796794
0.5,2.500184153481877,1.57687199835404
0.5,2.5132741228718345,1.5737804413391707
0.5,2.526364092261792,1.5707511911469858
0.5,2.539454061651749,1.5677843729685215
0.5,2.5525440310417067,1.5648801056994976
0.5,2.5656340004316642,1.5620385021626753
0.5,2.5787239698216218,1.5592596693268668
0.5,2.5918139392115793,1.556543708522515
0.5,2.604903908601537,1.5538907156536617
0.5,2.617993877991494,1.5513007814062227
0.5,2.6310838473814515,1.548773991452446
0.5,2.644173816771409,1.5463104266514698
0.5,2.6572637861613666,1.5439101632458652
0.5,2.670353755551324,1.5415732730540093
0.5,2.6834437249412817,1.5392998236583786
0.5,2.696533694331239,1.5370898785894305
0.5,2.7096236637211963,1.5349434975051928
0.5,2.722713633111154,1.5328607363664126
0.5,2.7358036025011114,1.5308416476071791
0.5,2.748893571891069,1.5288862803009913
0.5,2.7619835412810265,1.526994680322158
0.5,2.7750735106709836,1.5251668905025504
0.5,2.788163480060941,1.5234029507835736
0.5,2.8012534494508987,1.521702898363369
0.5,2.8143434188408563,1.520066767839129
0.5,2.827433388230814,1.518494591344595
0.5,2.8405233576207713,1.5169863986825582
0.5,2.8536133270107285,1.5155422174524524
0.5,2.866703296400686,1.5141620731728942
0.5,2.8797932657906435,1.5128459893992563
0.5,2.892883235180601,1.5115939878361253
0.5,2.9059732045705586,1.5104060884447073
0.5,2.919063173960516,1.5092823095451102
