theta_rad,r_HJ,r_u_0p1,r_u_0p5,r_u_0p9
0.0,7.032673687240738,7.037728691919236,5.340357603056079,3.46093372375896
0.01308996938995747,6.8741767635683075,6.90806385768127,5.272054767913329,3.431931528351365
0.02617993877991494,6.723423931365723,6.780230458846295,5.199168892214147,3.3990845563035936
0.039269908169872414,6.579910293163273,6.655481903019844,5.123575251684025,3.363168892975613
0.05235987755982988,6.44317293141453,6.533778229965936,5.046649715015406,3.3250007128638286
0.06544984694978735,6.3127867767518,6.415375136388343,4.969387343639224,3.2850465863041625
0.07853981633974483,6.188360940860598,6.300556497094284,4.892171586496479,3.243740051847617
0.09162978572970229,6.069535455901324,6.189333404749461,4.815829513670675,3.201972834862377
0.10471975511965977,5.955978370321834,6.081751728194402,4.740686872897393,3.1601473339013237
0.11780972450961724,5.847383157657351,5.977827085175501,4.66686601064657,3.1185578210556497
0.1308996938995747,5.743466400691791,5.877239460854722,4.594730131885346,3.0774955168212124
0.14398966328953217,5.643965718303246,5.77996655992123,4.5243536439940355,3.0371716422488033
0.15707963267948966,5.548637906563574,5.686165272021373,4.455737141241723,2.9977533978384496
0.17016960206944712,5.457257269313583,5.595729681480435,4.389111201595841,2.9593317752485375
0.18325957145940458,5.369614116581733,5.507994575839289,4.324440180332405,2.9217740421021956
0.19634954084936207,5.285513411926541,5.423827005345666,4.261637301427524,2.885330123128944
0.20943951023931953,5.204773552129655,5.341961297480586,4.200844680546322,2.850021962682045
0.222529479629277,5.127225264696261,5.263565822695639,4.142051242771227,2.8159523438201157
0.23561944901923448,5.05271061038108,5.187321985616001,4.085243456113014,2.7831508670348017
0.24870941840919195,4.981082079486985,5.113999194267075,4.0303992589559465,2.751435653476176
0.2617993877991494,4.912201772015205,5.0432778329838595,3.9775083126733977,2.720574033131334
0.2748893571891069,4.845940652905046,4.974705451895503,3.9265448305769763,2.6909313750887485
0.28797932657906433,4.782177874613932,4.9085164587852415,3.877489603876618,2.6625251222504693
0.3010692959690218,4.720800160173621,4.844886953482581,3.8303185284930383,2.6349693358995574
0.3141592653589793,4.661701240633267,4.783457263082531,3.7849916905314323,2.608251377023352
0.32724923474893675,4.604781341479953,4.724231884580949,3.7414883195692794,2.582712990856017
0.34033920413889424,4.549946713223907,4.666993755491003,3.69976021036107,2.55802371853754
0.3534291735288517,4.497109201861289,4.611936601515147,3.6597709835954726,2.53394808576181
0.36651914291880916,4.446185855388922,4.558828466064247,3.6214727773810167,2.5109958741065648
0.37960911230876665,4.397098562954728,4.507829295748722,3.5848207795037794,2.48865670845444
0.39269908169872414,4.349773723586775,4.458729558920039,3.5497218762636322,2.4670172736554665
0.4057890510886816,4.30414194176365,4.411710826981608,3.516135041364913,2.446328690114166
0.41887902047863906,4.260137747370944,4.366552695287849,3.48401508238211,2.4258726389154504
0.43196898986859655,4.217699337839196,4.323309595963865,3.453318492999975,2.406389860679299
0.445058959258554,4.176768340481605,4.281875564970784,3.423976578529578,2.387334959914833
0.4581489286485115,4.13728959324737,4.242373697948735,3.3959089348019025,2.3688477341680474
0.47123889803846897,4.099210942282905,4.204577021846724,3.3690483690640707,2.350997857300146
0.4843288674284264,4.062483054850976,4.1685152422128935,3.3433456216823325,2.3334808792222543
0.4974188368183839,4.027059246297167,4.134079703103798,3.318774243197975,2.316643277074825
0.5105088062083414,3.99289531987964,4.101179022640977,3.2952699995466994,2.300008482434614
0.5235987755982988,3.9599494183896446,4.070292533960353,3.2726901127040433,2.284017217012305
0.5366887449882562,3.9281818865915206,4.040828851626784,3.2510694951743107,2.268177657196184
0.5497787143782138,3.8975551436005382,4.012804962800915,3.230358250753691,2.2530248553827983
0.5628686837681712,3.868033564399095,3.9861285749040376,3.210452910595555,2.237938220177978
0.5759586531581287,3.8395833697633357,3.960711739936331,3.191302345947018,2.2232944748893337
0.5890486225480862,3.812172523939264,3.936535515107124,3.1729207948934515,2.208798710954507
0.6021385919380436,3.7857706394657136,3.913531897478318,3.155225754750081,2.1947041097289537
0.6152285613280011,3.760348888595349,3.891820248046384,3.138111314449134,2.180932469270108
0.6283185307179586,3.735879920813037,3.8711517935187416,3.1216390197759973,2.1672483247026006
0.6414085001079161,3.712337785994297,3.8513669403863613,3.105722839155706,2.1540796751121656
0.6544984694978735,3.689697862786705,3.8323342813446324,3.090285415812871,2.1406162248804326
0.667588438887831,3.667936791832016,3.8143132537282405,3.0753664092871666,2.1277734446236183
0.6806784082777885,3.6470324134797956,3.7971757122055156,3.060880276318232,2.115008194721604
0.6937683776677459,3.6269637096729888,3.7807676250819933,3.0467796753881946,2.10220794122877
0.7068583470577035,3.607710749712009,3.764854010460702,3.0331008526211796,2.089808144570762
